4712372304,4712372305,9,9,9
1904250969,1904250981,5,2,5
1904250969,5034061175,3,3,9
1904250970,1904250983,7,5,9
1904250972,2750509426,1,1,6
1904250972,1904250987,4,1,4
3089780830,3089780836,4,3,9
3089780830,3089780832,2,1,3
3089780830,3144858729,4,4,4
2281095529,4894922585,4,3,5
2281095529,2281095531,4,1,5
3089780832,3089780835,3,2,3
3089780832,3089780834,8,3,8
3089780832,4984342399,9,3,9
1904250977,2110338712,7,2,9
1904250978,2750509426,8,2,9
1904250979,2477255864,3,3,5
1904250979,4182408163,5,4,7
3089780836,3144848932,5,2,8
1904250981,4182358243,3,2,5
2477260903,2477260907,3,1,4
3089780840,3089780842,6,2,9
3089780840,3103197129,2,1,3
2477260905,2477260909,6,3,9
2477260905,2477260907,5,4,7
2477260906,2477260907,4,2,4
2477260906,2477260908,1,1,4
732031087,732031195,7,7,7
2477260912,5376448907,6,1,7
2477260912,5376448906,8,5,8
2477260915,3103169129,4,1,5
2477260916,2477260924,9,4,9
2477260917,5376449359,5,4,6
2477260917,3827606154,6,5,9
2477260918,3827606156,4,1,5
2477260919,5376449360,2,2,5
2477260919,4182408168,6,6,6
2477260921,2624215077,4,4,6
2477260921,3089780837,4,1,4
2477260921,3827606146,3,3,3
2477260922,3089780838,6,2,8
2477260922,3089780837,8,8,8
2477260923,3089780838,4,4,5
2477260923,2624215076,2,2,8
2477260923,2624215077,4,2,5
2477260924,3827606147,2,1,5
2477260924,3058389834,2,1,4
2477260925,3060365833,3,2,7
436877438,1326461803,4,2,7
436877438,1326461772,8,2,9
436877438,3825549682,5,4,7
436877438,3825549765,4,3,4
2477260927,2477260928,3,3,6
2477260927,4182408156,5,4,6
2477260928,2477260929,7,1,7
2477260929,4182408156,2,2,2
2477260929,4182408146,5,5,9
2477260930,5416057367,5,1,9
2477260931,5416057367,8,1,9
2477260931,4182408156,4,3,4
2477260931,5376448169,3,3,9
2477260931,5416056326,9,5,9
2477260932,5416056326,3,2,3
2477260932,2477260934,2,1,9
2477260934,5416057365,7,2,7
2477260935,2477260936,8,2,8
2477260935,4182408154,6,4,6
2477260936,2477260937,8,2,8
2295365607,2295365608,7,5,9
436832396,1326461797,8,6,8
436832396,4131931170,5,5,6
436832396,4131931175,3,3,6
3825549677,3825549679,6,5,9
2281095531,3054786235,3,1,6
2281095531,3054787036,5,5,5
2281095531,4894927245,6,6,9
4712361516,4712367299,8,7,9
732031137,732031209,6,3,9
3146844329,4867295780,7,7,7
5416057002,5418416195,7,7,7
571449373,3112719039,1,1,5
571449373,1906756262,6,1,9
571449373,4959609717,5,5,5
571449373,1430655577,9,9,9
571449373,4184070815,4,4,4
2295365604,2295365605,9,8,9
436209865,732031203,4,3,5
3800522733,3825549665,5,5,6
3800522733,5750809532,7,6,7
3800522733,5747600596,5,4,5
3112765647,4833719904,2,2,3
3112765647,4831995981,2,1,9
2956925139,3800522747,7,7,8
2956925139,2956925435,8,8,8
1430655012,1430655016,1,1,6
1430655012,1430655018,4,1,8
4894927067,4894927068,6,5,8
4894927068,4894927069,7,5,7
2932859105,4184070814,4,4,4
2932859105,3800522736,2,1,9
2932859105,3825549669,4,1,6
2932859105,4944034259,6,5,9
2932859106,3827170727,7,6,8
2932859108,4184048897,1,1,3
2932859109,3827170732,8,3,9
2932859110,3827170755,9,8,9
2932859110,3827170733,5,4,8
2932859110,3827170741,2,1,6
2932859110,3827170744,8,4,9
732031209,732033352,4,2,7
357841137,4865883257,7,6,7
357841137,4865883258,7,6,7
436835871,1855351819,4,3,5
3112208629,3212506967,4,4,5
3112208630,3112208631,5,1,6
4360970489,4360970491,4,4,5
4360970489,4360970490,4,3,6
732033408,2244637672,7,5,8
732033408,2244637625,9,9,9
3800522735,3800522737,5,5,7
732033410,2244637625,8,8,8
732033410,732033413,3,3,8
4946614549,4946614562,8,8,9
4946614550,4946614551,6,4,7
4946614551,4946614552,4,2,7
4946614552,4946614553,8,3,8
4946614553,4946614554,6,1,8
4946614555,4946614556,5,1,8
4946614556,4946614557,2,2,2
4946614557,4946614558,2,2,3
4946614558,4946614561,4,1,4
4946614559,4946614560,7,3,7
4946614559,4946614561,2,1,4
4946614560,4946614563,5,4,6
4946614562,4946614563,7,5,7
4946614564,5237800473,4,3,4
4946614566,4946614567,5,5,5
732033326,4894927064,3,1,3
732033326,732033328,4,3,4
732033328,4894927065,7,6,7
732033330,4894927065,7,4,8
732033330,4894927066,6,3,7
732033331,4894927066,5,4,5
732033331,732033332,4,4,7
732033332,4894927250,9,5,9
732033332,732033413,3,1,6
2295365608,2295365609,4,3,4
1326461824,4131931172,5,2,9
1326461824,1326461855,6,5,6
1326461824,4131931176,6,6,7
2956925247,3089780839,4,2,6
2956925247,2956960539,7,7,7
732033348,732033352,4,2,5
732033348,732033365,8,7,8
732033357,3112829834,9,6,9
732033357,732033358,7,5,8
732033358,732033359,2,1,2
4894927245,4894927246,5,2,5
732033361,732033363,6,6,8
732033363,732033365,7,7,8
3825549659,3826341158,1,1,2
3825549659,4184070814,5,4,6
3825549661,3825549663,5,5,8
3825549662,4865883236,3,2,6
3825549663,3825549664,5,3,8
3825549664,4184070814,9,9,9
3825549665,3825549666,3,2,3
3825549666,4184070815,8,6,9
3825549667,4712372303,4,3,4
3825549667,5135931886,9,4,9
3825549668,3825549677,9,9,9
3825549668,4712372303,2,2,6
3825549668,3825549670,2,1,3
3825549669,3825549699,6,2,9
3825549671,4184048891,2,2,2
3825549671,3825549674,4,2,4
3825549672,3825549673,7,7,9
3825549672,4984342400,5,5,7
3825549672,4865883255,2,1,2
3825549673,4184048891,7,6,9
2281095530,2281095531,5,5,7
2281095530,3827608184,7,5,9
3825549675,3825549677,4,4,8
3825549675,4184048892,8,7,8
2281095533,3054786235,9,8,9
2281095533,2281095534,5,3,9
2281095534,2477265742,4,3,4
2281095534,5237800470,2,1,4
3825549679,3825549680,6,3,6
3825549680,3825549681,4,3,4
3825549680,4184048892,2,2,3
3825549680,3825549682,6,3,6
3825549681,3825549700,7,6,7
3825549682,3825549706,7,4,9
2281095539,5237800475,4,4,5
2281095539,2477265747,9,4,9
2281095539,2477265735,4,2,4
3825549685,3825549698,7,7,9
3825549685,4184048891,5,5,5
2104016426,4182408161,2,2,8
5271574905,5271574906,2,2,5
1326174592,1430656080,2,2,3
1326174592,5416056536,4,3,7
1326174592,5376448167,5,2,8
3825549698,4184048892,6,3,9
3825549700,3825549732,4,4,6
3825549700,3825549706,3,1,3
3825549702,3825549715,4,4,8
1982932585,1982932667,1,1,2
1982932585,3112248630,8,7,8
1326174601,2477264030,4,4,6
1326174601,1326174615,3,1,3
1326174605,4182408161,9,2,9
1326174605,2477264030,4,1,7
1326174605,1326184339,5,4,6
1326174605,2477264017,5,4,7
4894927246,4894927248,7,3,8
4894927246,4894927250,3,2,9
2295365611,2295365612,4,3,4
4894927248,4894927249,8,2,8
3072842133,3112208630,5,2,5
3072842133,3112208631,8,7,8
3072842134,3112208630,8,7,9
3072842134,3112208629,3,3,3
1326174615,4182408165,6,5,7
1326174615,2477264025,6,4,7
1326174618,1326174870,8,6,8
1326174618,1326174785,7,1,8
1326174618,1326174835,7,5,9
3825549722,3825549761,5,4,6
3825549732,3825549745,7,3,7
3825549732,3825549740,2,2,2
732033445,732033446,6,2,8
732033446,732033448,9,3,9
2932859107,3827170723,3,3,5
2932859107,2932859108,8,4,9
2932859107,3827170721,5,4,6
732033448,732033451,8,7,8
1326174635,2477258779,4,3,4
1326174635,4182408155,2,2,2
1326174635,4182408156,4,4,6
732033455,732033457,5,5,6
3825549745,3825549770,3,2,4
3825549745,3825549765,8,3,8
1326174643,1326174713,7,5,7
1326174643,1326174859,1,1,3
1326174643,1326174921,8,3,8
1326174643,1326174650,3,3,3
732033461,2244637648,3,2,3
1326174650,1326174785,6,6,8
1326174650,1326174870,3,2,9
1326174652,2477258776,7,6,9
1326174652,2477258775,8,3,8
3825549761,3825549770,6,2,6
357839304,4865883259,8,6,8
357839304,4865883260,1,1,5
732031202,732031203,3,3,3
3825549770,3825549802,6,4,7
1326174672,1326174679,8,5,9
1326174672,4182408144,3,1,7
1326174672,2477264027,4,1,8
1326174672,2104016426,5,3,7
3112231377,3212506969,2,1,7
3112231377,3339353725,5,5,5
1326174679,4182408161,6,5,8
1326174679,2477264031,3,3,4
3212514896,3212514897,5,4,5
3212514896,3827548494,8,7,9
732033498,2244637597,2,2,5
732033498,2244637672,8,2,8
1326174683,2477260909,3,2,9
1326174683,1430656080,5,1,7
1326174684,5376448877,7,7,7
1326174684,1430656060,8,6,8
1326174684,1430656062,5,5,7
1904250960,1904250975,7,5,7
1904250960,1904250978,1,1,3
3827170726,3827170727,6,4,7
3827170776,4184048901,7,7,9
4959613421,4959613422,7,7,7
1326174702,2477258780,1,1,2
1326174702,4182408146,2,2,4
1326174702,1326174788,5,5,8
4959613423,4959613424,4,3,5
4959613424,4959613425,4,4,7
4959613425,4959613426,2,1,3
1326174709,1326174743,3,1,6
1326174709,1326174914,3,3,6
1326174709,2477261466,2,1,7
1326174709,4182408144,1,1,1
1326174711,2477261469,4,2,5
1326174711,2477261474,3,3,5
1326174711,3827608190,1,1,1
1326174713,2477258774,7,6,8
1326174713,2477258777,4,2,8
1326174713,4182408147,3,2,4
1326174718,4182408148,6,4,9
1326174718,1326174862,5,4,9
2477256599,2477256601,5,5,5
732033451,732033455,7,6,7
3112223238,5745473858,7,5,7
2295372295,3800522737,5,1,6
2295372296,3800522737,5,4,5
2295372296,2295372297,8,8,9
3060365833,3827606146,5,3,6
3958794762,4182381124,8,5,8
3958794764,4182381126,3,2,3
3958794764,4182381124,4,2,6
3958794765,4182381107,7,7,7
3958794765,4182381128,5,5,7
2295372302,3355067068,6,6,8
2295372302,2295372306,3,2,3
2295372302,2295372337,7,5,9
3958794767,4182381109,2,1,2
3958794768,4182381108,3,2,3
2295372306,2295372316,1,1,2
2295372306,2295372338,2,1,3
2295372306,3827548478,2,2,7
1326174739,1326174788,6,6,7
1326174739,4182408148,8,5,9
2295372308,2932857700,7,5,8
1326174741,1326174865,5,3,6
1326174741,5376448906,2,2,8
1326174741,1326174919,4,4,7
5416057366,5416057367,3,1,6
5416055909,5416055910,4,2,8
1326174747,2477261468,2,1,2
1326174747,3827608189,4,4,4
1326174747,3827608192,6,5,6
1326174747,3827608190,5,5,8
2295372316,3800522735,2,2,6
2295372316,3800522739,5,1,5
2295372317,3800522738,4,3,6
2295372317,2295372339,5,5,8
1326174750,5376449360,7,6,9
1326174750,2477260918,3,1,5
1326174750,1326174919,2,1,2
2295372320,2295372321,6,6,7
2295372321,3827548021,8,5,8
4867295778,4867295779,7,4,9
4867295779,4867295780,4,2,8
2295365616,4634291424,3,1,4
2295365616,3800522722,8,5,8
4867295782,4867295788,9,7,9
4867295782,4867295784,3,3,5
2295372331,2295372340,2,2,2
2295372331,3827548458,6,4,6
2295372331,2295372332,6,3,8
2295372334,2295372335,6,2,6
1326174768,2477258778,5,5,6
1326174768,2477255850,3,3,9
1326174768,2477258777,3,3,8
2295372337,3355067065,9,9,9
2295372337,2295372338,2,2,3
4182381106,4182381108,2,1,9
2295372339,3827548466,6,6,7
1326174774,2477261470,8,8,9
1326174774,2477261467,4,2,4
2295372344,3827548464,5,5,6
4182381113,4182381123,8,5,8
4182381113,4182381121,6,4,7
2295372346,3800522722,3,3,7
4182381115,4182381125,8,7,9
4182381115,4182381123,3,3,4
4182381117,4182381127,2,1,3
4182381117,4182381125,7,3,9
1326174782,5376448877,6,4,9
1326174782,1430674313,5,1,8
1326174782,5540428236,6,6,7
1326174785,1326174895,3,2,4
4182381123,4182381124,5,5,5
1326174788,1326174802,3,2,9
1326174788,1326174895,2,1,9
4182381125,4182381126,4,4,5
4182381126,4182381128,9,1,9
1326174791,3827608177,3,2,3
1326174791,3827608181,9,6,9
1326174791,2477261473,4,2,5
1326174791,1326174815,3,2,7
4182381129,4182408165,4,1,6
4182381130,4182408157,7,4,7
4182381131,4182381132,5,5,9
4182381132,4182381133,5,1,9
3089780834,3089780835,4,4,6
3089780834,3101791329,4,4,5
4182381134,4182381135,4,1,5
732033457,732033461,9,9,9
1326174802,2477258781,8,5,9
2477260899,4182408150,2,2,6
2477260899,2477260901,6,4,7
1326174809,1326174912,3,1,8
1326174809,2477260899,8,8,8
436210266,732033348,4,1,4
3827608157,3827608160,7,7,8
3827608160,3827608164,2,1,5
3827608160,5376449360,5,5,7
1326174819,3827608173,7,7,7
1326174819,4182408149,5,3,6
1326174819,2477261466,1,1,8
1326174819,1326174844,1,1,6
3827608164,3827608165,5,1,9
3827608165,3827608166,8,7,8
3827608165,3827608167,4,4,6
3827608167,3827608173,2,1,3
3827608169,3827608171,2,1,8
3827608170,3827608179,5,5,5
3827608170,3827608171,4,4,6
1904250983,2477261474,9,2,9
3827608173,3827608177,9,7,9
3827608174,3827608176,1,1,1
3827608176,3827608179,2,1,4
3827608178,3827608181,5,4,6
3827608183,3827608186,6,6,7
3827608184,3827608188,2,2,2
3827608185,3827608187,9,3,9
1326174844,2477260919,4,3,6
1326174844,2477260901,4,4,4
1326174844,3827608165,6,6,7
3827608190,3827608195,6,3,9
3827608192,4182408144,2,1,9
3827606146,3827606147,3,3,5
1904250987,4182358243,2,2,2
1326174856,2477264023,8,8,9
1326174856,4182408161,3,2,6
1326174856,1326174862,6,4,8
3089780844,4959609718,1,1,9
3827606154,3827606156,4,1,8
1326174859,4182408147,9,3,9
1326174859,1326174895,7,6,9
1326174862,1326174907,5,1,6
1326174862,1326174914,6,2,7
1872149136,1872149150,4,3,8
1872149136,2280678667,5,2,5
1326174865,2477260917,5,5,6
1326174865,1430674314,7,7,8
2861555139,5271574907,3,3,9
1326174870,4182408167,8,8,9
2861555140,5271574907,8,7,8
2861555140,3827608194,5,2,5
2477261467,2477261471,4,4,8
2477261467,3827608193,5,2,6
2477261468,3827608181,3,3,4
2477261468,3827608183,9,2,9
2477261468,3827608185,5,3,8
2477261469,3827608178,6,6,6
2477261469,3827608179,6,5,9
2477261469,3827608183,7,6,7
2477261470,3827608179,7,7,7
2477261471,3827608174,5,4,9
1326174880,2477258778,7,6,8
1326174880,1326174910,3,3,3
1326174880,2477255877,4,4,5
2477261473,3827608185,8,7,8
2477261473,4182408144,6,2,9
2477261474,3827608193,7,4,8
3827170758,3827170764,3,1,6
2956924944,2956925139,8,8,8
5237800471,5237833873,2,1,7
5237800471,5237833872,6,6,8
3355067059,3355067061,3,2,5
3355067061,3355067063,6,1,7
2295372304,3827548467,3,3,6
2295372304,3827548475,2,2,4
2295372304,2295372342,2,2,2
3355067063,3355067066,2,1,5
3355067065,3827548481,6,1,6
3355067065,3355067068,8,3,9
3355067065,3355067066,9,2,9
3355067068,3827548494,6,6,6
1326174910,2477255850,4,4,4
1326174910,2204149200,4,2,5
1326174912,5376448906,5,5,6
1326174912,4182408168,6,4,7
3072842433,3072842533,3,3,6
1326174914,4182408161,2,2,6
1326174917,1326174921,1,1,9
1326174917,4182408166,1,1,2
1326174917,4182408157,4,1,8
1326174919,4182408168,5,2,7
1326174921,2477264020,6,6,9
3827671760,4182209839,9,6,9
3827671760,4182209827,3,3,3
3827671761,3827671763,6,6,6
3827671762,3827671765,4,4,6
3827671763,4182209829,1,1,2
3827671763,4182209830,2,1,6
3827671767,3827671778,4,3,4
3827671768,4182209829,9,3,9
3827671768,3827671781,4,1,7
3827671770,3827671778,7,7,7
3827671771,5271574906,7,4,8
3827671772,5271574905,3,3,3
3827671772,4182209830,9,8,9
3827671773,3827671791,6,3,8
3827671775,4182209830,8,5,9
3827671775,3827671777,2,2,4
3827671777,3827671779,7,4,7
3827671778,3827671782,3,1,9
3827671781,3827671782,2,1,4
3827671782,3827671789,2,2,2
3827671783,3827671788,9,9,9
3827671783,3827671784,7,7,8
3827671784,3827671794,7,6,7
3827671785,3827671786,8,7,8
3827671785,3827671787,1,1,5
3827671786,3827671792,9,7,9
3827671787,3827671814,8,7,9
3827671788,3827671790,8,7,9
3827671789,3827671791,3,2,6
3827671790,3827671806,5,5,8
3827671791,3827671804,4,2,6
3827671792,3827671796,5,5,6
3827671794,3827671813,4,2,5
3827170771,3827170775,3,1,3
3827170771,3827170772,2,2,9
3827671796,3827671799,3,3,3
2295372307,3827548464,3,2,3
2295372307,3827548461,1,1,8
436882900,3826341158,8,7,8
3827671804,3827671806,6,4,6
3827671806,3827671807,9,4,9
3827671807,3827671808,6,5,6
3827671808,3827671810,2,2,7
3827671810,3827671813,5,1,5
3112164481,5745473858,4,4,4
3112164481,3112829841,2,2,2
3827671816,3827671833,2,1,2
3827170775,4184048901,8,8,8
3827671824,3827671825,5,1,9
3827671834,3827671842,8,4,9
3072842533,3072865233,3,3,4
1906756396,4944067989,7,7,8
1906756396,3089780844,5,4,5
1906756396,2690624936,2,1,2
1906756396,3089780840,4,4,5
4867334957,4867334958,8,2,8
4867334958,4867334959,4,4,7
4867334959,4867334970,9,8,9
1855339315,1855351844,6,2,9
4867334964,4867334970,6,4,6
1855339317,1855351843,6,6,6
1855339317,1855351803,8,8,9
1855339317,1855351815,2,2,3
4182144139,4182163938,6,6,6
2477265735,4182209840,2,1,2
2477265735,5237800470,7,2,9
2477265736,2477265748,3,2,4
2477265736,2477265740,8,5,9
3058389833,3058390033,7,6,9
3058389833,3060365833,1,1,4
3058389834,3058390033,1,1,2
1326461772,4712361515,8,4,8
1326461772,1326461808,1,1,3
1326461773,3827170756,8,1,9
1326461773,3827170768,2,2,5
2477265742,4182209839,9,9,9
3112817488,3112817489,6,4,7
3112817489,3112817490,5,4,5
2477265747,4867334963,6,3,6
1326461780,4712361516,2,1,3
1326461780,1326461834,2,1,3
1326461780,1326461808,4,3,4
2477265749,3827671842,5,3,5
2477265749,4182209828,3,3,9
1326461782,4712367300,5,4,6
1326461782,1326461857,6,3,7
1326461782,1326461796,7,5,7
1326461782,4184048904,5,4,5
2477265751,3827671825,4,3,4
2477265751,3827671834,5,5,9
2477265752,4182209827,5,5,7
2477265753,2477335640,5,4,5
2477265753,2861309355,2,1,2
2477265754,3827671762,7,6,7
2477265754,2861555141,8,8,9
2477265754,4182209829,7,3,7
2477265760,2477340273,3,3,5
1326461796,4712367299,1,1,1
1326461796,1326461805,1,1,7
1326461796,1872149152,8,6,8
2477265765,3827671762,3,2,9
2477265765,2477340270,5,4,7
1326160742,4182381106,3,2,5
1326160742,4182381118,6,3,6
1326461799,1326461805,8,1,9
1326461799,3825549770,3,3,5
1326461799,3825549765,5,5,6
1326461799,1872149136,4,4,4
3112192872,3112192873,4,4,8
3112192872,3112192875,6,3,7
3112192872,3112192876,9,7,9
1326461801,1326461857,7,2,7
1326461801,1326461826,6,4,6
1326461803,1326461823,5,4,5
1326461803,3825549670,6,6,6
3112192876,3112192877,5,4,8
1326461805,4712361515,5,3,7
1326461805,1872149150,6,6,8
3112192878,3112248629,3,2,8
1326461807,1326461833,7,5,7
1326461807,3827170787,3,3,6
1326461808,3827170785,6,3,7
1326461809,3827170771,6,6,9
1326461809,3827170763,5,5,8
1326461809,3827170760,5,3,7
1326461811,3827170769,3,3,4
1326461811,3827170785,6,6,7
1326461811,1326461812,2,2,3
1326461812,1326461829,7,5,7
4959609717,4959609719,7,7,8
4959609718,4959609720,5,5,5
4959609719,4959609720,3,3,3
4959609720,4959613421,3,3,3
1430674300,1430674339,4,3,8
1430674300,5540428236,7,5,9
1430674300,3103169129,2,2,4
3112192873,3112192879,5,3,7
3112192873,3112192878,9,9,9
3112192873,3112242508,3,1,4
1326461823,3827170756,6,5,9
1326160768,4182381111,7,6,8
1326160768,2477255852,8,6,8
1326160768,2477256599,5,5,6
1326461826,4184048903,3,1,7
1326461826,1326461834,5,3,5
1326461826,4131931173,7,5,8
3072842633,3072865333,5,4,6
1430674316,3827608158,9,8,9
1430674316,2477260918,3,1,9
2477255852,2477256603,3,3,7
2477255852,4182381122,8,6,8
2477255852,4182374176,4,3,4
1326461844,3827170767,3,1,3
1326461844,4184048900,6,4,6
1326461844,3827170787,6,5,8
5135931886,5135931888,7,7,7
3015118465,3144848929,8,1,9
3015118465,4984342400,6,2,7
3015118465,4865831867,6,5,6
3112174494,3112865086,3,2,3
1326461855,4131931171,2,1,2
3112174496,3827548494,7,6,7
1430674339,2280678694,5,1,8
1430674339,2477260915,6,3,8
1430674339,3144858829,2,2,2
3828356008,3828356011,4,4,5
571447794,3825549715,3,2,3
571447794,3825549699,3,2,4
571447794,2690624940,9,9,9
571447794,4944034259,5,3,6
571447794,3144858730,1,1,2
436877437,1326461803,7,7,8
436877437,1855351841,6,6,8
436877437,1855351802,2,2,2
5750809532,5750809536,5,4,5
5750809532,5750809535,3,3,4
2477265738,2477340280,3,3,7
2477265738,2477265761,9,4,9
2477265738,2477265755,6,6,8
5750809534,5750809536,3,1,7
5750809534,5750809535,7,2,9
2477260900,2477260902,4,3,4
2477260900,4182408154,9,9,9
2477260900,4182408160,6,2,7
2477265740,3827671824,4,1,8
2477265741,3827671779,6,1,6
2477265741,2477265764,3,1,5
4182408146,4182408147,9,7,9
732031083,732031087,8,8,8
4182408149,4182408150,2,2,6
436853241,1855351819,6,3,7
436853241,4184048895,3,1,3
2477260901,4182408168,1,1,3
1326160720,2204149207,3,3,3
1326160720,4182374178,6,3,7
2477265743,4182209829,6,3,6
2477265743,3827671779,9,4,9
4182408166,4182408167,6,2,9
2477265745,4182209840,2,1,2
2477265745,2477265755,7,5,7
2477265745,2477265752,7,7,8
2477265745,2477265747,9,8,9
1326184347,1326184376,8,8,9
1326184347,4182144130,9,8,9
1326461778,3827170793,4,3,8
1326461778,1326461807,7,6,7
1326461779,5416056537,2,1,4
1326461779,1326461857,8,5,9
1326461779,1326461786,7,2,7
1326461779,4184048905,8,6,8
2477265748,3827671799,4,2,4
1855351802,1855351808,4,2,4
1855351802,3827170745,5,5,5
1855351802,1855351803,7,6,7
1855351803,3827170749,8,8,8
1855351803,3827170743,7,2,8
1855351804,2932859111,6,4,6
2477260902,2477260934,2,1,2
1855351806,1855351823,1,1,1
2477258788,2477260903,2,1,5
1855351808,1855351840,7,7,9
1855351809,2932859106,2,2,3
1855351810,3827170739,3,3,4
1855351810,2932859111,5,1,6
1982932667,3112651187,6,6,6
1855351812,4184048896,6,4,8
1855351813,2932859106,3,1,4
1855351813,3827170741,6,5,6
1855351814,2932859107,8,8,8
1855351815,3827170757,3,3,8
1855351815,3827170755,8,1,8
1855351815,1937722300,2,1,6
1855351817,1855351835,9,9,9
1855351817,4184048889,8,1,9
1855351817,1855351841,4,1,6
1855351821,3827170728,4,1,5
1855351821,2932859109,2,1,4
1855351823,2932859109,8,8,9
5376448167,5376448168,5,3,8
1855351826,3827170726,5,2,5
1855351826,4184048896,4,3,4
1855351826,4184048897,8,4,9
1855351827,1937722302,6,4,6
1855351829,1855351843,5,4,5
1855351829,4184048896,6,5,8
1855351829,3827170743,5,5,7
1855351830,2932859108,4,2,8
1855351832,3827170723,7,7,7
1855351832,2932859109,1,1,1
397495321,4944067989,6,4,9
397495321,1906756262,6,5,9
397495321,3089780842,9,6,9
397495321,1430655021,6,4,8
397495321,571447794,7,1,8
1855351834,3827170748,7,4,7
1855351834,1937722300,1,1,2
1855351834,4184048899,3,3,4
1855351835,1855351840,7,7,9
1326461786,1326461824,8,7,8
1326461786,1326461801,5,5,9
1326461786,4131931173,6,6,9
1855351840,1855351841,5,4,9
4131931170,4131931171,1,1,5
1855351843,2932859106,5,5,8
4131931172,4131931173,5,2,8
4131931175,4131931176,4,3,7
4131931176,5416055910,6,5,7
3072865333,3112107628,4,4,5
2295372297,3800522724,8,5,8
2477265746,2477265760,4,2,4
2477265746,2477340269,9,7,9
2295372298,3800522723,5,3,9
1430656062,1430656073,6,2,9
1430656062,2477260912,7,3,8
1430656069,1430656078,5,2,6
1430656069,1430656080,4,4,5
1430656069,1430656075,1,1,1
1430656071,3103183130,5,3,5
1430656071,2477260925,2,2,5
1430656071,2477260924,1,1,7
4182381107,4182381109,4,4,6
1430656073,1430656078,6,6,7
1430656073,1430656081,4,2,9
1430656073,5376448907,4,3,5
1430656075,1430656077,4,4,9
1430656075,2280678672,3,3,7
1430656077,2477260916,4,1,4
1430656077,2280678664,3,2,3
1430656077,1430656078,2,2,4
1430656078,4182408169,6,6,8
2295372301,3800522721,5,2,6
1430656080,5376448907,1,1,5
1430656081,3058389834,2,2,9
1430656087,3827608170,4,2,4
1430656087,3827608157,3,3,4
1430656087,3827608166,8,7,9
1430656087,3827608169,3,2,6
1430656087,2280678745,9,5,9
2477335640,3827672525,5,3,6
2477265764,3827671792,7,6,8
2295372318,2295372343,5,2,9
2295372318,2295372319,9,5,9
2295372303,2295372337,4,4,9
2295372303,2295372304,6,6,6
2295372303,3355067063,3,3,6
3492889693,4865883253,3,3,3
1326461797,1326461855,9,6,9
4865883234,4865883243,1,1,8
4865883234,4865883237,3,3,3
5416055908,5416055909,5,4,8
3112150117,3112208631,1,1,9
3112150117,3112174496,6,6,8
3144858729,3144858829,2,1,2
3144858729,4865883250,6,4,7
3144858730,3144858829,2,1,5
3144858730,3825549761,6,6,6
3144858730,3825549698,5,1,5
3144858730,5540428236,3,1,4
4865883243,4865883244,6,4,8
4865883245,4984342400,3,2,3
